actividad,cantidad,estatus,pais,genero
Restaurant,725,paid,Bolivia,F
Clothing Sales,1075,paid,Nicaragua,F
Embroidery,325,paid,Nicaragua,F
Manufacturing,500,paid,Nicaragua,F
Food Production/Sales,325,paid,Nicaragua,F
Home Products Sales,425,paid,Nicaragua,F
Bakery,225,paid,Nicaragua,F
Construction,500,paid,Nicaragua,M
Sewing,175,paid,Nicaragua,F
Construction,325,paid,Nicaragua,M
Grocery Store,150,paid,Nicaragua,F
Grocery Store,400,paid,Nicaragua,F
General Store,325,paid,Nicaragua,F
Clothing Sales,400,paid,Nicaragua,F
Fruits & Vegetables,200,paid,Nicaragua,F
Food,150,paid,Nicaragua,F
Fruits & Vegetables,150,paid,Nicaragua,F
Clothing Sales,0,refunded,Nicaragua,M
Home Products Sales,0,deleted,Nicaragua,M
Home Products Sales,125,paid,Nicaragua,M
Clothing Sales,550,paid,Nicaragua,F
Clothing Sales,0,refunded,Nicaragua,F
Services,800,paid,Cambodia,F
Fishing,1000,paid,Cambodia,F
Construction,500,paid,Cambodia,F
Farming,300,paid,Cambodia,F
Farming,400,paid,Cambodia,F
Farming,500,paid,Cambodia,F
Construction,1200,paid,Cambodia,F
Fish Selling,400,paid,Cambodia,F
Soft Drinks,900,paid,Cambodia,F
Fish Selling,700,paid,Cambodia,M
Fruits & Vegetables,1000,paid,Cambodia,F
Pigs,900,paid,Cambodia,F
Fruits & Vegetables,175,paid,Cambodia,F
Blacksmith,900,paid,Pakistan,F
Livestock,650,paid,Tajikistan,M
Jewelry,1400,paid,Pakistan,F
Food Market,775,paid,Tajikistan,F
Retail,525,paid,Indonesia,F
Blacksmith,1050,paid,Pakistan,F
Livestock,825,paid,Tajikistan,M
Manufacturing,1200,paid,Tajikistan,F
Religious Articles,525,paid,Indonesia,F
Livestock,1200,paid,Tajikistan,M
Grocery Store,150,paid,Nepal,F
Grocery Store,150,paid,Nepal,F
Retail,525,paid,Indonesia,F
Livestock,950,paid,Tajikistan,M
Fruits & Vegetables,1150,paid,Pakistan,F
Milk Sales,150,paid,Nepal,F
Religious Articles,525,paid,Indonesia,F
Phone Repair,150,paid,Nepal,F
Services,775,paid,Pakistan,F
Grocery Store,350,paid,Nepal,F
Livestock,775,paid,Tajikistan,M
Grocery Store,350,paid,Nepal,F
Animal Sales,750,paid,Tajikistan,M
Bakery,150,paid,Nepal,F
Retail,150,paid,Nepal,F
Transportation,750,paid,Tajikistan,M
Tailoring,275,paid,Nepal,F
Agriculture,275,paid,Nepal,F
Agriculture,275,paid,Nepal,F
Food Market,600,paid,Tajikistan,F
Poultry,250,paid,Cambodia,M
Agriculture,275,paid,Nepal,F
Animal Sales,750,paid,Tajikistan,F
Motorcycle Transport,500,paid,Cambodia,F
Taxi,400,paid,Nepal,F
Animal Sales,750,paid,Tajikistan,F
Agriculture,275,paid,Nepal,F
Motorcycle Transport,1000,paid,Cambodia,M
Grocery Store,150,paid,Nepal,F
Fruits & Vegetables,150,paid,Nepal,F
Animal Sales,750,paid,Tajikistan,F
Cattle,1200,paid,Azerbaijan,M
Cattle,1200,paid,Azerbaijan,F
Livestock,1200,paid,Azerbaijan,M
Food Market,1200,paid,Azerbaijan,F
Cattle,1200,paid,Azerbaijan,F
Retail,1200,paid,Azerbaijan,M
Livestock,775,paid,Tajikistan,F
Livestock,775,paid,Tajikistan,M
General Store,900,paid,Cambodia,F
Livestock,950,paid,Tajikistan,M
Pigs,1000,paid,Cambodia,F
Cattle,1200,paid,Azerbaijan,M
Livestock,825,paid,Tajikistan,M
Pigs,900,paid,Cambodia,F
Food Market,1200,paid,Azerbaijan,M
Retail,1200,paid,Azerbaijan,M
Retail,1200,paid,Azerbaijan,M
Personal Housing Expenses,325,paid,Cambodia,F
Pigs,300,paid,Cambodia,F
Livestock,1200,paid,Azerbaijan,M
Agriculture,375,paid,Cambodia,F
Food Market,600,paid,Tajikistan,F
Fishing,375,paid,Cambodia,F
Agriculture,300,paid,Cambodia,F
Pigs,500,paid,Cambodia,F
Agriculture,250,paid,Cambodia,F
Cattle,1200,paid,Azerbaijan,F
Cattle,500,paid,Cambodia,M
Food Market,1200,paid,Azerbaijan,M
Personal Housing Expenses,375,paid,Cambodia,F
Grocery Store,250,paid,Cambodia,F
Agriculture,250,paid,Cambodia,F
Fish Selling,750,paid,Cambodia,F
General Store,250,paid,Cambodia,F
Food Market,1200,paid,Azerbaijan,M
Rickshaw,500,paid,Cambodia,F
Pigs,125,paid,Cambodia,F
Retail,675,paid,Ghana,F
Food Market,775,paid,Tajikistan,F
Cattle,500,paid,Cambodia,F
Retail,675,paid,Ghana,F
Cattle,500,paid,Cambodia,F
Fruits & Vegetables,450,paid,Cambodia,F
Pigs,500,paid,Cambodia,F
Poultry,425,paid,Bosnia and Herzegovina,F
Fruits & Vegetables,150,paid,Nepal,F
Fruits & Vegetables,425,paid,Bosnia and Herzegovina,F
Food Production/Sales,150,paid,Nepal,F
Clothing Sales,1150,paid,Pakistan,F
Grocery Store,150,paid,Nepal,F
Clothing Sales,700,paid,Bosnia and Herzegovina,F
Farming,400,paid,Cambodia,F
Farming,500,paid,Cambodia,F
Food Production/Sales,550,paid,Bosnia and Herzegovina,F
Motorcycle Transport,1000,paid,Cambodia,M
Food Market,675,paid,Ghana,F
Poultry,825,paid,Bosnia and Herzegovina,F
Weaving,1000,paid,Cambodia,F
Agriculture,550,paid,Bosnia and Herzegovina,F
Farming,1000,paid,Cambodia,F
Weaving,300,paid,Cambodia,M
Personal Housing Expenses,1000,paid,Cambodia,F
Grocery Store,1000,paid,Cambodia,F
Farming,200,paid,Cambodia,F
Fruits & Vegetables,1000,paid,Cambodia,F
Home Products Sales,225,paid,Tanzania,F
Food Market,675,paid,Ghana,F
Food Production/Sales,225,paid,Tanzania,F
General Store,1000,paid,Tanzania,F
Cosmetics Sales,1025,paid,Ghana,F
Charcoal Sales,225,paid,Tanzania,F
Cosmetics Sales,850,paid,Ghana,F
Retail,375,paid,Tanzania,F
Tailoring,750,paid,Tanzania,F
Phone Accessories,1025,paid,Ghana,M
Food Production/Sales,250,paid,Tanzania,F
Food Production/Sales,1000,paid,Togo,F
Clothing Sales,225,paid,Tanzania,F
Grocery Store,1025,paid,Ghana,F
Grocery Store,850,paid,Ghana,F
Clothing Sales,500,paid,Tanzania,F
Food Production/Sales,1200,paid,Togo,F
Sewing,850,paid,Ghana,F
Personal Housing Expenses,700,paid,Bosnia and Herzegovina,F
Fish Selling,575,paid,Senegal,F
Used Clothing,850,paid,Ghana,M
Clothing Sales,250,paid,Tanzania,F
Livestock,550,paid,Bosnia and Herzegovina,F
Clothing Sales,175,paid,Tanzania,F
Services,1050,paid,Bosnia and Herzegovina,F
Clothing Sales,625,paid,Tanzania,F
Retail,725,paid,Senegal,F
Retail,250,paid,Tanzania,F
Fruits & Vegetables,825,paid,Senegal,F
Bakery,125,paid,Tanzania,F
Fishing,300,paid,Peru,F
Food,1000,paid,Togo,F
Crafts,300,paid,Peru,F
Cafe,725,paid,Dominican Republic,F
Cloth & Dressmaking Supplies,1200,paid,Togo,F
Embroidery,300,paid,Peru,F
Transportation,325,paid,Peru,M
Poultry,1200,paid,Togo,M
Food Production/Sales,425,paid,Peru,F
Butcher Shop,200,paid,Peru,F
General Store,1200,paid,Peru,F
Farming,1200,paid,Togo,F
Restaurant,500,paid,Peru,F
Cattle,325,paid,Peru,F
General Store,650,paid,Peru,F
Manufacturing,650,paid,Peru,M
Food Market,550,paid,Togo,F
Grocery Store,975,paid,Peru,F
Home Products Sales,250,paid,Nicaragua,F
Food Market,1000,paid,Togo,F
Restaurant,325,paid,Peru,F
Printing,500,paid,Peru,F
Farming,650,paid,Peru,F
Food Market,500,paid,Nicaragua,F
Personal Products Sales,275,paid,Peru,F
Pub,625,paid,Uganda,F
Taxi,1200,paid,Togo,M
Perfumes,1900,paid,Dominican Republic,F
Construction Supplies,1200,paid,Togo,M
General Store,575,paid,Togo,F
Food Market,925,paid,Uganda,F
Food Market,575,paid,Togo,F
Personal Housing Expenses,400,paid,Nicaragua,F
Retail,0,deleted,Tanzania,F
Clothing Sales,650,paid,Nicaragua,F
Beauty Salon,750,paid,Togo,F
Clothing Sales,500,paid,Nicaragua,F
Crafts,300,paid,Peru,F
Food Production/Sales,325,paid,Peru,F
Utilities,1200,paid,Togo,M
Retail,725,paid,Senegal,F
Personal Purchases,1200,paid,Togo,M
Personal Housing Expenses,750,paid,Nicaragua,F
Fish Selling,475,paid,Senegal,F
Clothing Sales,575,paid,Senegal,F
Home Products Sales,725,paid,Senegal,F
Fruits & Vegetables,625,paid,Senegal,F
Food Market,525,paid,Senegal,F
General Store,1025,paid,Senegal,F
Butcher Shop,500,paid,Nicaragua,F
Retail,525,paid,Senegal,F
Retail,750,paid,Nicaragua,F
Retail,750,paid,Nicaragua,F
Food Market,525,paid,Senegal,F
Sewing,550,paid,Nicaragua,F
Personal Products Sales,400,paid,Nicaragua,F
Retail,825,paid,Senegal,F
Used Clothing,1425,paid,Dominican Republic,F
Retail,400,paid,Peru,F
Cafe,325,paid,Peru,F
Retail,325,paid,Peru,F
Services,650,paid,Peru,F
General Store,550,paid,Peru,F
Clothing Sales,275,paid,Peru,F
Food,325,paid,Peru,F
Poultry,500,paid,Peru,F
General Store,275,paid,Peru,F
Taxi,325,paid,Nicaragua,M
Fruits & Vegetables,275,paid,Peru,F
Soft Drinks,200,paid,Nicaragua,F
Retail,275,paid,Peru,F
General Store,325,paid,Peru,F
Used Clothing,1425,paid,Dominican Republic,F
Cosmetics Sales,275,paid,Peru,F
Food Production/Sales,175,paid,Nicaragua,F
General Store,325,paid,Peru,F
Poultry,275,paid,Peru,F
Cosmetics Sales,325,paid,Peru,F
Food,500,paid,Peru,F
Retail,275,paid,Peru,F
Retail,250,paid,Peru,F
Food Production/Sales,650,paid,Peru,F
Retail,425,paid,Peru,F
Retail,625,paid,Nicaragua,F
Catering,325,paid,Peru,F
Home Products Sales,275,paid,Peru,F
Shoe Sales,100,paid,Peru,F
Retail,2375,paid,Bolivia,F
General Store,175,paid,Peru,F
Retail,450,paid,Nicaragua,F
Used Clothing,275,paid,Peru,F
General Store,400,paid,Nicaragua,F
Retail,325,paid,Peru,F
Retail,275,paid,Peru,F
General Store,600,paid,Nicaragua,M
Fish Selling,325,paid,Peru,F
Sewing,500,paid,Peru,F
General Store,275,paid,Peru,F
General Store,400,paid,Peru,F
Fish Selling,250,paid,Peru,F
Food Production/Sales,600,paid,Peru,F
Used Clothing,325,paid,Peru,F
Poultry,325,paid,Peru,F
Services,650,paid,Peru,F
Sewing,500,paid,Peru,F
Food,500,paid,Peru,F
General Store,300,paid,Peru,F
Auto Repair,650,paid,Peru,F
Retail,250,paid,Peru,F
Sewing,275,paid,Peru,F
Retail,975,paid,Peru,F
Restaurant,500,paid,Peru,F
Personal Housing Expenses,150,paid,Mexico,M
Cobbler,200,paid,Nicaragua,M
Personal Housing Expenses,400,paid,Nicaragua,F
Personal Housing Expenses,600,paid,Nicaragua,F
Cosmetics Sales,250,paid,Nicaragua,F
Beauty Salon,450,paid,Nicaragua,F
Soft Drinks,1000,paid,Cambodia,F
Fishing,1000,paid,Cambodia,F
Retail,825,paid,Tajikistan,F
Used Clothing,1725,paid,Uganda,F
Charcoal Sales,500,paid,Tanzania,F
Food Production/Sales,0,deleted,Uganda,F
Grocery Store,1950,paid,Cambodia,F
Fruits & Vegetables,1150,paid,Cambodia,F
Pigs,525,paid,Cambodia,F
Farming,375,paid,Cambodia,F
Fishing,300,paid,Cambodia,F
Fishing,250,paid,Cambodia,M
Fishing,500,paid,Cambodia,F
Construction,500,paid,Cambodia,F
Food Production/Sales,200,paid,Cambodia,F
Food Market,250,paid,Cambodia,M
Cattle,500,paid,Cambodia,F
Tailoring,625,paid,Tanzania,F
Farming,500,paid,Cambodia,F
Farming,600,paid,Cambodia,F
Motorcycle Transport,500,paid,Cambodia,F
Food Production/Sales,675,paid,Tanzania,F
Cattle,300,paid,Cambodia,F
Clothing Sales,800,paid,Cambodia,F
Fish Selling,700,paid,Cambodia,F
Farming,150,paid,Cambodia,M
Personal Housing Expenses,1000,paid,Cambodia,F
Farming,425,paid,Bosnia and Herzegovina,F
Livestock,750,paid,Tanzania,F
Farming,500,paid,Cambodia,F
Weaving,400,paid,Cambodia,F
Farming,1000,paid,Cambodia,F
Knitting,350,paid,Bosnia and Herzegovina,F
Weaving,300,paid,Cambodia,F
Grocery Store,1000,paid,Cambodia,F
Farming,1000,paid,Cambodia,F
Computers,425,paid,Bosnia and Herzegovina,F
Fishing,400,paid,Cambodia,M
Farming,400,paid,Cambodia,F
Agriculture,850,paid,Bosnia and Herzegovina,F
Weaving,1000,paid,Cambodia,F
Soft Drinks,375,paid,Tanzania,F
Farming,600,paid,Cambodia,M
Food Production/Sales,425,paid,Bosnia and Herzegovina,F
Food Production/Sales,1200,paid,Cambodia,F
Farming,500,paid,Cambodia,F
Weaving,500,paid,Cambodia,F
Home Products Sales,475,paid,Tanzania,F
Grocery Store,250,paid,Tanzania,F
Beauty Salon,425,paid,Bosnia and Herzegovina,F
Pigs,700,paid,Cambodia,F
Weaving,300,paid,Cambodia,F
Beauty Salon,425,paid,Bosnia and Herzegovina,F
Services,500,paid,Cambodia,F
Personal Purchases,1200,paid,Cambodia,F
Farming,125,paid,Cambodia,M
Grocery Store,1200,paid,Cambodia,F
Weaving,1200,paid,Cambodia,F
Blacksmith,1000,paid,Cambodia,F
Clothing Sales,350,paid,Tanzania,F
Weaving,500,paid,Cambodia,F
Charcoal Sales,475,paid,Tanzania,F
Utilities,1200,paid,Cambodia,F
Grocery Store,300,paid,Cambodia,F
Animal Sales,500,paid,Cambodia,F
Motorcycle Transport,825,in_repayment,Kenya,M
Motorcycle Transport,825,paid,Kenya,M
General Store,1500,in_repayment,Timor-Leste,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
General Store,475,paid,Philippines,F
Used Clothing,475,paid,Philippines,F
Farming,250,in_repayment,Kenya,F
Pigs,250,in_repayment,Kenya,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,125,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,225,in_repayment,Philippines,F
Agriculture,2300,in_repayment,Nicaragua,M
Personal Products Sales,800,in_repayment,Timor-Leste,F
Personal Housing Expenses,225,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Fish Selling,725,in_repayment,Vietnam,F
Motorcycle Transport,350,paid,Philippines,F
Farming,575,paid,Philippines,M
Farming,575,paid,Philippines,M
General Store,175,paid,Philippines,F
Retail,250,in_repayment,Kenya,M
Retail,250,paid,Kenya,M
Restaurant,250,in_repayment,Kenya,F
Motorcycle Transport,575,in_repayment,Philippines,F
Butcher Shop,250,in_repayment,Kenya,M
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Retail,675,expired,Colombia,M
Higher education costs,250,paid,Colombia,F
Agriculture,200,in_repayment,Nicaragua,M
General Store,600,paid,Timor-Leste,F
Sewing,4200,paid,Peru,F
Retail,250,in_repayment,Kenya,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,400,in_repayment,Vietnam,F
Personal Housing Expenses,150,in_repayment,Philippines,F
Agriculture,1475,in_repayment,Honduras,F
Personal Housing Expenses,1000,in_repayment,El Salvador,F
Agriculture,775,in_repayment,Nicaragua,M
Used Clothing,1500,in_repayment,Timor-Leste,F
Personal Housing Expenses,725,in_repayment,Vietnam,M
General Store,150,paid,Philippines,F
Motorcycle Transport,350,paid,Philippines,F
Farming,250,in_repayment,Kenya,F
Sewing,675,paid,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Farming,150,paid,Philippines,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Farming,950,in_repayment,Tajikistan,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Pigs,1000,paid,Philippines,F
Livestock,1850,in_repayment,Kyrgyzstan,F
Farming,250,in_repayment,Kenya,F
Services,3325,paid,Paraguay,F
Farming,1100,in_repayment,Tajikistan,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Sewing,250,in_repayment,Philippines,F
Pigs,350,paid,Philippines,F
Agriculture,700,in_repayment,El Salvador,M
Restaurant,500,in_repayment,Bolivia,M
Cattle,525,paid,Tajikistan,F
Farming,2550,expired,Nicaragua,M
Clothing Sales,800,in_repayment,Colombia,F
Arts,10000,in_repayment,Iraq,F
Farming,250,in_repayment,Kenya,F
Fruits & Vegetables,6250,paid,Peru,F
Crafts,5100,in_repayment,Bolivia,F
Food Production/Sales,300,in_repayment,El Salvador,F
Food Production/Sales,725,in_repayment,Peru,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Pigs,800,paid,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Farming,525,in_repayment,Honduras,M
General Store,600,in_repayment,Timor-Leste,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Agriculture,325,paid,Philippines,F
General Store,125,paid,Philippines,F
Farming,1300,in_repayment,Kyrgyzstan,F
General Store,200,paid,Philippines,F
Fish Selling,125,paid,Philippines,F
Fish Selling,375,in_repayment,Philippines,F
Cement,475,paid,Philippines,F
Fishing,1150,paid,Philippines,F
Personal Purchases,400,in_repayment,El Salvador,F
Pigs,800,in_repayment,El Salvador,M
Farming,575,paid,Philippines,F
Liquor Store / Off-License,175,paid,Philippines,M
Motorcycle Transport,475,in_repayment,Philippines,F
General Store,125,paid,Philippines,F
General Store,700,paid,Philippines,F
General Store,475,in_repayment,Philippines,F
Fish Selling,125,paid,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,150,in_repayment,Philippines,F
General Store,575,paid,Philippines,F
Food Production/Sales,225,paid,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,175,in_repayment,Philippines,F
Food Production/Sales,575,paid,Philippines,M
Higher education costs,225,paid,Colombia,F
Retail,600,in_repayment,Nicaragua,F
Used Clothing,800,in_repayment,Uganda,F
Personal Housing Expenses,1700,in_repayment,Mongolia,F
General Store,300,in_repayment,El Salvador,F
Clothing Sales,450,paid,Nicaragua,F
Clothing Sales,200,in_repayment,Nicaragua,F
Grocery Store,1200,in_repayment,Nicaragua,F
Higher education costs,650,in_repayment,Nicaragua,F
Office Supplies,400,paid,Mexico,M
Farming,2550,expired,Nicaragua,M
Personal Housing Expenses,225,in_repayment,Philippines,F
Food,3450,paid,Bolivia,F
Personal Housing Expenses,975,in_repayment,Mozambique,M
Liquor Store / Off-License,275,in_repayment,Mozambique,F
Grocery Store,375,in_repayment,Peru,F
Personal Housing Expenses,650,in_repayment,El Salvador,F
Services,2775,in_repayment,United States,M
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Services,250,paid,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
Personal Purchases,700,expired,Armenia,F
Used Clothing,8425,paid,The Democratic Republic of the Congo,M
Farming,700,in_repayment,Kenya,M
Farming,1400,in_repayment,Kenya,M
Poultry,350,in_repayment,Kenya,M
Cereals,3500,in_repayment,Ecuador,F
Food,4200,paid,Burundi,F
Livestock,800,paid,El Salvador,F
Personal Housing Expenses,900,in_repayment,Nicaragua,F
Food Market,125,in_repayment,Sierra Leone,F
Personal Housing Expenses,700,in_repayment,El Salvador,F
Poultry,8500,in_repayment,Ecuador,F
Personal Housing Expenses,1550,in_repayment,Mexico,M
Clothing Sales,500,paid,Zimbabwe,F
Crafts,775,in_repayment,Samoa,F
Food Production/Sales,650,in_repayment,Samoa,F
Agriculture,500,in_repayment,El Salvador,M
Cosmetics Sales,2375,paid,Peru,F
Personal Medical Expenses,1150,in_repayment,Philippines,M
Retail,1025,in_repayment,Philippines,F
Transportation,250,paid,Philippines,F
Pigs,250,in_repayment,Philippines,M
Farming,700,in_repayment,Philippines,M
Personal Housing Expenses,200,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
General Store,275,in_repayment,Philippines,F
Farming,925,in_repayment,Kyrgyzstan,F
Food Stall,475,in_repayment,Vietnam,F
Farming,1050,in_repayment,Cambodia,F
Farming,1225,in_repayment,Cambodia,F
Farming,1025,in_repayment,Cambodia,F
Farming,1075,in_repayment,Cambodia,F
Jewelry,775,in_repayment,Cambodia,F
Farming,875,in_repayment,Cambodia,M
Construction,800,in_repayment,Timor-Leste,F
Higher education costs,25,in_repayment,Cambodia,F
Higher education costs,200,in_repayment,Cambodia,F
Agriculture,300,in_repayment,El Salvador,M
Retail,450,in_repayment,Philippines,F
Pigs,125,paid,Philippines,F
Fish Selling,650,paid,Philippines,F
Retail,475,paid,Philippines,F
General Store,350,paid,Philippines,F
Higher education costs,150,paid,Philippines,M
Personal Housing Expenses,125,in_repayment,Philippines,F
Livestock,800,paid,El Salvador,M
Services,1050,in_repayment,Indonesia,M
Clothing,1100,in_repayment,Peru,F
Clothing,1500,in_repayment,Peru,M
Clothing,1700,in_repayment,Peru,F
Services,1050,paid,Indonesia,M
Retail,325,paid,Mali,M
Food Production/Sales,425,paid,Mali,M
Pub,750,in_repayment,Togo,M
Agriculture,650,in_repayment,El Salvador,M
Electrical Goods,1075,paid,Mali,M
Retail,325,paid,Mali,F
Cosmetics Sales,1275,in_repayment,Togo,M
Pigs,800,paid,Philippines,M
Agriculture,1575,in_repayment,Colombia,M
Utilities,650,in_repayment,Cameroon,M
Clothing,1175,paid,Ghana,F
Rickshaw,1275,in_repayment,Palestine,M
Agriculture,350,paid,El Salvador,M
Higher education costs,525,in_repayment,Tajikistan,F
Personal Housing Expenses,150,in_repayment,Philippines,F
Personal Housing Expenses,225,in_repayment,Philippines,F
Personal Housing Expenses,250,in_repayment,Philippines,F
General Store,475,paid,Philippines,F
Pharmacy,2350,in_repayment,Yemen,M
Clothing Sales,525,in_repayment,Yemen,F
Milk Sales,425,in_repayment,Pakistan,F
Clothing Sales,625,paid,Tajikistan,F
Recycled Materials,3000,in_repayment,Mongolia,M
Primary/secondary school costs,2975,paid,Ecuador,F
Clothing Sales,225,in_repayment,Tajikistan,F
Cereals,275,in_repayment,Philippines,F
General Store,700,paid,Philippines,F
General Store,700,paid,Philippines,F
Sewing,1150,in_repayment,Colombia,M
Fish Selling,525,paid,Philippines,F
General Store,475,paid,Philippines,F
Retail,600,in_repayment,Kenya,M
Retail,400,paid,Nicaragua,F
Higher education costs,900,in_repayment,Nicaragua,M
Clothing Sales,800,paid,Nicaragua,F
Livestock,1300,in_repayment,Kyrgyzstan,F
Clothing Sales,600,in_repayment,Kenya,F
Agriculture,600,paid,El Salvador,M
Food Production/Sales,1500,in_repayment,Nicaragua,F
Retail,1600,paid,Tajikistan,F
Sewing,625,in_repayment,Tajikistan,F
Used Clothing,1000,in_repayment,Albania,F
Agriculture,250,in_repayment,Belize,F
Personal Medical Expenses,1150,in_repayment,Mexico,M
Farming,500,in_repayment,Belize,M
Home Energy,325,in_repayment,Uganda,M
Home Energy,125,in_repayment,Uganda,M
Shoe Sales,350,in_repayment,El Salvador,M
General Store,400,paid,Philippines,F
Fruits & Vegetables,500,paid,Philippines,F
Transportation,375,in_repayment,Nicaragua,M
Agriculture,1050,in_repayment,Honduras,F
Personal Purchases,625,in_repayment,Tajikistan,F
